code,name,industry,category,latest_date,tdx_formula_b1_date,tdx_formula_b1_value,close,pct_chg,amplitude,j_value,wl,yl,wl_gt_yl,close_gt_yl,close_gt_65,yang_yin_ok,key_k_recent,plry_count_28,shrink_ok,liquidity_ok,mv_ok,no_high_open_big_yin,no_maxvol_yin,no_two_limit_down,avg_amount_28_yi,market_cap_yi,rise_from_60_low,retreat_from_60_high,turnover_up_wave,up_wave_gain,near_support,stop_loss,formula_satisfied,formula_missing,z_satisfied,z_missing,historical_like,risk_flags,action,score,priority
301049.SZ,超越科技,环境治理,淘汰,2026-05-29,20260529,0,21.25,-0.0419,0.0654,1.86,24.102,23.765,True,False,False,False,True,2,True,True,False,False,False,True,0.567,0.09,0.0366,-0.24,0.7401,0.3639,黄线下方,21.03,J<=13(1.9)；白线>黄线；28日内有关键K/倍量柱；当前缩量/地量；28日均额>0.005亿；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；市值>50亿；无高位开盘放量阴线；无28日天量阴线,左侧有异动或关键K；右侧缩量；建仓波涨幅未明显过高,N型/上涨后回调；黄线下方；B1日波动温和；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(74%),淘汰/暂不做：公式入池不等于可交易,-4,C
300717.SZ,华信新材,塑料,淘汰,2026-05-29,20260529,0,18.44,-0.0446,0.0679,0.3,20.838,20.798,True,False,False,False,False,0,True,True,False,False,True,True,0.436,0.19,0.0082,-0.1898,,,黄线下方,18.29,J<=13(0.3)；白线>黄线；当前缩量/地量；28日均额>0.005亿；无28日天量阴线；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿；无高位开盘放量阴线,右侧缩量；建仓波换手未明显过热；建仓波涨幅未明显过高,N型/上涨后回调；左侧有异动或关键K；黄线下方；B1日波动温和,暂未匹配到高置信历史模板,暂无硬风险，但仍需次日确认,淘汰/暂不做：公式入池不等于可交易,-8,C
688616.SH,西力科技,电网设备,淘汰,2026-05-29,20260529,0,12.25,-0.0362,0.0606,1.4,13.756,13.687,True,False,False,False,False,0,True,True,False,False,False,True,0.375,0.22,0.0116,-0.2173,,,黄线下方,12.11,J<=13(1.4)；白线>黄线；当前缩量/地量；28日均额>0.005亿；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿；无高位开盘放量阴线；无28日天量阴线,右侧缩量；建仓波换手未明显过热；建仓波涨幅未明显过高,N型/上涨后回调；左侧有异动或关键K；黄线下方；B1日波动温和,暂未匹配到高置信历史模板,暂无硬风险，但仍需次日确认,淘汰/暂不做：公式入池不等于可交易,-8,C
000626.SZ,远大控股,贸易,淘汰,2026-05-29,20260529,0,7.45,-0.0146,0.0304,14.01,8.285,8.291,False,False,False,False,True,1,True,True,False,True,True,True,1.695,0.38,0.0391,-0.2272,1.9637,0.3445,黄线下方,7.4,28日内有关键K/倍量柱；当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；无28日天量阴线；24日无两连跌停,J<=13(14.0)；白线>黄线；收盘>黄线；14/21日阳量强于阴量；市值>50亿,左侧有异动或关键K；右侧缩量；B1日波动温和；建仓波涨幅未明显过高,N型/上涨后回调；黄线下方；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(196%),淘汰/暂不做：公式入池不等于可交易,-10,C
300743.SZ,天地数码,IT设备,淘汰,2026-05-29,20260529,0,16.93,-0.0381,0.0523,0.29,18.888,19.02,False,False,False,False,True,1,True,True,False,True,True,True,0.663,0.22,0.038,-0.1713,0.7054,0.2526,黄线下方,16.8,J<=13(0.3)；28日内有关键K/倍量柱；当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；无28日天量阴线；24日无两连跌停,白线>黄线；收盘>黄线；14/21日阳量强于阴量；市值>50亿,左侧有异动或关键K；右侧缩量；建仓波涨幅未明显过高,N型/上涨后回调；黄线下方；B1日波动温和；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(71%),淘汰/暂不做：公式入池不等于可交易,-10,C
600776.SH,东方通信,通信设备,淘汰,2026-05-29,20260529,0,14.58,-0.0636,0.0681,9.61,16.448,16.568,False,False,False,False,True,2,True,True,False,True,True,True,7.081,1.39,0.0414,-0.2488,1.0275,0.3864,黄线下方,14.5,J<=13(9.6)；28日内有关键K/倍量柱；当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；无28日天量阴线；24日无两连跌停,白线>黄线；收盘>黄线；14/21日阳量强于阴量；市值>50亿,左侧有异动或关键K；右侧缩量；建仓波涨幅未明显过高,N型/上涨后回调；黄线下方；B1日波动温和；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(103%),淘汰/暂不做：公式入池不等于可交易,-10,C
688580.SH,伟思医疗,医疗器械,淘汰,2026-05-29,20260529,0,51.5,-0.0952,0.0882,7.15,59.335,58.449,True,False,False,False,True,2,False,True,False,True,True,True,1.539,0.49,0.047,-0.2426,0.5637,0.3824,黄线下方,51.5,J<=13(7.1)；白线>黄线；28日内有关键K/倍量柱；28日均额>0.005亿；无高位开盘放量阴线；无28日天量阴线；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；当前缩量/地量；市值>50亿,左侧有异动或关键K；建仓波涨幅未明显过高,N型/上涨后回调；右侧缩量；黄线下方；B1日波动温和；建仓波换手未明显过热,反面像：犬牙交错/呼吸紊乱，和完美 B1 有距离,K线/呼吸偏乱；建仓波换手偏高(56%),淘汰/暂不做：公式入池不等于可交易,-10,C
001260.SZ,坤泰股份,汽车零部件,淘汰,2026-05-29,20260529,0,18.88,-0.0213,0.0503,0.59,21.02,21.157,False,False,False,False,False,0,True,True,False,False,False,True,0.394,0.22,0.0091,-0.2947,,,黄线下方,18.71,J<=13(0.6)；当前缩量/地量；28日均额>0.005亿；24日无两连跌停,白线>黄线；收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿；无高位开盘放量阴线；无28日天量阴线,右侧缩量；B1日波动温和；建仓波换手未明显过热；建仓波涨幅未明显过高,N型/上涨后回调；左侧有异动或关键K；黄线下方,暂未匹配到高置信历史模板,暂无硬风险，但仍需次日确认,淘汰/暂不做：公式入池不等于可交易,-16,C
688600.SH,皖仪科技,通用设备,淘汰,2026-05-29,20260529,0,26.66,-0.0015,0.064,38.51,27.704,27.177,True,False,False,False,True,2,False,True,False,False,True,True,0.913,0.36,0.1865,-0.14,0.471,0.3796,靠近黄线,26.01,白线>黄线；28日内有关键K/倍量柱；28日均额>0.005亿；无28日天量阴线；24日无两连跌停,J<=13(38.5)；收盘>黄线；14/21日阳量强于阴量；当前缩量/地量；市值>50亿；无高位开盘放量阴线,左侧有异动或关键K；靠近黄线；建仓波涨幅未明显过高,N型/上涨后回调；右侧缩量；B1日波动温和；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(47%),淘汰/暂不做：公式入池不等于可交易,-20,C
603276.SH,恒兴新材,化学原料,淘汰,2026-05-29,20260529,0,16.03,-0.0492,0.0569,0.9,17.579,17.429,True,False,False,False,True,0,False,True,False,False,False,True,0.537,0.12,0.0574,-0.1419,1.1905,0.2322,黄线下方,15.93,J<=13(0.9)；白线>黄线；28日内有关键K/倍量柱；28日均额>0.005亿；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；当前缩量/地量；市值>50亿；无高位开盘放量阴线；无28日天量阴线,左侧有异动或关键K；建仓波涨幅未明显过高,N型/上涨后回调；右侧缩量；黄线下方；B1日波动温和；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(119%),淘汰/暂不做：公式入池不等于可交易,-22,C
300205.SZ,*ST天喻,通信设备,淘汰,2026-05-29,20260529,0,5.66,-0.0423,0.0389,19.89,5.879,5.668,True,False,False,False,False,0,True,True,False,True,True,True,0.359,0.24,0.2662,-0.1725,0.3453,0.5302,靠近黄线,5.62,白线>黄线；当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；无28日天量阴线；24日无两连跌停,J<=13(19.9)；收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿,右侧缩量；靠近黄线；B1日波动温和；建仓波换手未明显过热,N型/上涨后回调；左侧有异动或关键K；建仓波涨幅未明显过高,暂未匹配到高置信历史模板,ST；建仓波涨幅偏高(53%),淘汰/暂不做：公式入池不等于可交易,-24,C
300206.SZ,理邦仪器,医疗器械,淘汰,2026-05-29,20260529,0,13.5,-0.0336,0.0515,34.96,14.141,14.156,False,False,False,False,False,0,True,True,False,True,True,True,1.367,0.46,0.0723,-0.1279,0.4155,0.2295,靠近黄线,13.35,当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；无28日天量阴线；24日无两连跌停,J<=13(35.0)；白线>黄线；收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿,右侧缩量；靠近黄线；建仓波涨幅未明显过高,N型/上涨后回调；左侧有异动或关键K；B1日波动温和；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(42%),淘汰/暂不做：公式入池不等于可交易,-24,C
000420.SZ,吉林化纤,化纤,淘汰,2026-05-29,20260529,0,4.46,-0.0304,0.0717,8.92,4.94,4.901,True,False,False,False,False,0,False,True,False,True,True,True,6.278,1.1,0.0619,-0.2402,2.9877,0.3976,黄线下方,4.43,J<=13(8.9)；白线>黄线；28日均额>0.005亿；无高位开盘放量阴线；无28日天量阴线；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；当前缩量/地量；市值>50亿,建仓波涨幅未明显过高,N型/上涨后回调；左侧有异动或关键K；右侧缩量；黄线下方；B1日波动温和；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(299%),淘汰/暂不做：公式入池不等于可交易,-26,C
301163.SZ,宏德股份,自动化设备,淘汰,2026-05-29,20260529,0,25.9,-0.0534,0.0687,3.93,29.635,29.709,False,False,False,False,False,0,True,True,False,True,False,True,0.701,0.14,0.007,-0.2504,,,黄线下方,25.72,J<=13(3.9)；当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；24日无两连跌停,白线>黄线；收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿；无28日天量阴线,右侧缩量；建仓波换手未明显过热；建仓波涨幅未明显过高,N型/上涨后回调；左侧有异动或关键K；黄线下方；B1日波动温和,暂未匹配到高置信历史模板,暂无硬风险，但仍需次日确认,淘汰/暂不做：公式入池不等于可交易,-26,C
002029.SZ,七 匹 狼,服装家纺,淘汰,2026-05-29,20260529,0,8.59,0.007,0.0574,4.57,9.972,10.323,False,False,False,False,True,1,False,True,False,True,False,True,2.184,0.57,0.0226,-0.272,,,黄线下方,8.48,J<=13(4.6)；28日内有关键K/倍量柱；28日均额>0.005亿；无高位开盘放量阴线；24日无两连跌停,白线>黄线；收盘>黄线；14/21日阳量强于阴量；当前缩量/地量；市值>50亿；无28日天量阴线,左侧有异动或关键K；建仓波换手未明显过热；建仓波涨幅未明显过高,N型/上涨后回调；右侧缩量；黄线下方；B1日波动温和,反面像：中银证券式大阴后 B1，容易是难做的一波流回落,近期放量阴线,淘汰/暂不做：公式入池不等于可交易,-28,C
600955.SH,维远股份,化学原料,淘汰,2026-05-29,20260529,0,16.17,-0.0282,0.0391,7.55,17.761,17.917,False,False,False,False,False,0,True,True,False,True,False,True,1.551,0.89,0.0889,-0.2207,0.5565,0.3562,黄线下方,16.0,J<=13(7.6)；当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；24日无两连跌停,白线>黄线；收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿；无28日天量阴线,右侧缩量；B1日波动温和；建仓波涨幅未明显过高,N型/上涨后回调；左侧有异动或关键K；黄线下方；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(56%),淘汰/暂不做：公式入池不等于可交易,-28,C
688607.SH,康众医疗,医疗器械,淘汰,2026-05-29,20260529,0,58.5,-0.0065,0.1185,23.79,63.929,61.337,True,False,False,False,False,0,True,True,False,True,False,True,1.765,0.46,0.2027,-0.1986,1.0087,0.5008,靠近黄线,57.02,白线>黄线；当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；24日无两连跌停,J<=13(23.8)；收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿；无28日天量阴线,右侧缩量；靠近黄线,N型/上涨后回调；左侧有异动或关键K；B1日波动温和；建仓波换手未明显过热；建仓波涨幅未明显过高,反面像：犬牙交错/呼吸紊乱，和完美 B1 有距离；反面像：中银证券式大阴后 B1，容易是难做的一波流回落,K线/呼吸偏乱；近期放量阴线；建仓波换手偏高(101%)；建仓波涨幅偏高(50%),淘汰/暂不做：公式入池不等于可交易,-28,C
300342.SZ,天银机电,家电零部件,淘汰,2026-05-29,20260529,0,49.2,-0.0769,0.0874,8.86,58.716,55.79,True,False,False,False,False,0,True,True,False,False,False,True,33.945,2.06,0.2245,-0.3482,4.1841,0.8785,黄线下方,48.62,J<=13(8.9)；白线>黄线；当前缩量/地量；28日均额>0.005亿；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿；无高位开盘放量阴线；无28日天量阴线,右侧缩量,N型/上涨后回调；左侧有异动或关键K；黄线下方；B1日波动温和；建仓波换手未明显过热；建仓波涨幅未明显过高,反面像：犬牙交错/呼吸紊乱，和完美 B1 有距离,K线/呼吸偏乱；建仓波换手偏高(418%)；建仓波涨幅偏高(88%),淘汰/暂不做：公式入池不等于可交易,-30,C
300916.SZ,朗特智能,其他电子,淘汰,2026-05-29,20260529,0,34.73,-0.0991,0.1445,19.32,37.328,35.196,True,False,False,False,True,2,False,True,False,False,True,True,2.157,0.32,0.243,-0.1583,1.55,0.4767,靠近黄线,34.09,白线>黄线；28日内有关键K/倍量柱；28日均额>0.005亿；无28日天量阴线；24日无两连跌停,J<=13(19.3)；收盘>黄线；14/21日阳量强于阴量；当前缩量/地量；市值>50亿；无高位开盘放量阴线,左侧有异动或关键K；靠近黄线,N型/上涨后回调；右侧缩量；B1日波动温和；建仓波换手未明显过热；建仓波涨幅未明显过高,反面像：犬牙交错/呼吸紊乱，和完美 B1 有距离；反面像：中银证券式大阴后 B1，容易是难做的一波流回落,K线/呼吸偏乱；近期放量阴线；建仓波换手偏高(155%)；建仓波涨幅偏高(48%),淘汰/暂不做：公式入池不等于可交易,-30,C
688799.SH,华纳药厂,化学制药,淘汰,2026-05-29,20260529,0,50.22,-0.0231,0.0593,1.29,55.957,54.388,True,False,False,False,False,0,True,True,False,True,False,True,2.348,0.66,0.2397,-0.2298,0.7426,0.6095,黄线下方,49.91,J<=13(1.3)；白线>黄线；当前缩量/地量；28日均额>0.005亿；无高位开盘放量阴线；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；市值>50亿；无28日天量阴线,右侧缩量,N型/上涨后回调；左侧有异动或关键K；黄线下方；B1日波动温和；建仓波换手未明显过热；建仓波涨幅未明显过高,暂未匹配到高置信历史模板,建仓波换手偏高(74%)；建仓波涨幅偏高(61%),淘汰/暂不做：公式入池不等于可交易,-30,C
002210.SZ,飞马国际,环境治理,淘汰,2026-05-29,20260529,0,2.9,0.0175,0.1123,68.4,2.884,2.926,False,False,False,False,True,1,False,True,False,False,False,True,4.511,0.77,0.1741,-0.1545,0.7534,0.3887,靠近黄线,2.74,28日内有关键K/倍量柱；28日均额>0.005亿；24日无两连跌停,J<=13(68.4)；白线>黄线；收盘>黄线；14/21日阳量强于阴量；当前缩量/地量；市值>50亿；无高位开盘放量阴线；无28日天量阴线,左侧有异动或关键K；靠近黄线；建仓波涨幅未明显过高,N型/上涨后回调；右侧缩量；B1日波动温和；建仓波换手未明显过热,反面像：犬牙交错/呼吸紊乱，和完美 B1 有距离,K线/呼吸偏乱；建仓波换手偏高(75%),淘汰/暂不做：公式入池不等于可交易,-38,C
300621.SZ,维业股份,装修装饰,淘汰,2026-05-29,20260529,0,7.69,-0.0363,0.0602,4.18,8.527,8.57,False,False,False,False,False,0,False,True,False,True,True,True,0.424,0.16,0.0295,-0.1845,0.7274,0.245,黄线下方,7.63,J<=13(4.2)；28日均额>0.005亿；无高位开盘放量阴线；无28日天量阴线；24日无两连跌停,白线>黄线；收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；当前缩量/地量；市值>50亿,建仓波涨幅未明显过高,N型/上涨后回调；左侧有异动或关键K；右侧缩量；黄线下方；B1日波动温和；建仓波换手未明显过热,暂未匹配到高置信历史模板,建仓波换手偏高(73%),淘汰/暂不做：公式入池不等于可交易,-44,C
688180.SH,君实生物-U,生物制品,淘汰,2026-05-29,20260529,0,34.24,0.0218,0.0719,11.01,37.958,37.618,True,False,False,False,False,0,False,True,False,False,False,True,7.227,2.62,0.1623,-0.2644,0.8334,0.5801,黄线下方,32.72,J<=13(11.0)；白线>黄线；28日均额>0.005亿；24日无两连跌停,收盘>黄线；14/21日阳量强于阴量；28日内有关键K/倍量柱；当前缩量/地量；市值>50亿；无高位开盘放量阴线；无28日天量阴线,,N型/上涨后回调；左侧有异动或关键K；右侧缩量；黄线下方；B1日波动温和；建仓波换手未明显过热；建仓波涨幅未明显过高,暂未匹配到高置信历史模板,建仓波换手偏高(83%)；建仓波涨幅偏高(58%),淘汰/暂不做：公式入池不等于可交易,-48,C
